"","D102300","D103780","D104130","D104300","D104310","D106100","D107320","D107650","D109100","D109350","D109543","D109800","D114480","D114500","D114550","D115645","D125320","D125850","D125851","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D134430","D134500","D134510","D134520","D137215","D137750","D137760","D137800","D140300","D140600","D143100","D143465","D144700","D145500","D146500","D151400","D152700","D153800","D155600","D155601","D157300","D157700","D160750","D161400","D164230","D165199","D165720","D166710","D166760","D168600","D168601","D170900","D175505","D176807","D181000","D181500","D182830","D184700","D187360","D188470","D190300","D190310","D191390","D192000","D193200","D203700","D205700","D208085","D208550","D209850","D210050","D211980","D219700","D222100","D223350","D226150","D227300","D234700","D236000","D241100","D246300","D247640","D254200","D254500","D256370","D256700","D260480","D260970","D264700","D266120","D266600","D267740","D273300","D275000","D300125","D303110","D312910","D600081","D600319","D600496","D600634","D600803","D600807","D601208","D601318","D601367","D601518","D601626","D601665","D601666","D601682","D601744","D601941","D601942","D602080","D602096","D602134","D602404","D602439","D603165","D603266","D603388","D604416","D604827","D605055","D605218","D605480","D605526","D605804","D605805","D605839","D605841","D605844","D606889","D607060","D607154","D607202","D607373","D607498","D607499","D607501","D607508","D607516","D607554","D607682","D607688","D607822","D607850","D608049","D608088","D608232","D608320","D608437","D608583","D608895","D608907"
"D602080",0.12114,0.14859,0.12158,0.21431,0.073596,0.19066,0.21098,0.16051,0.15859,0.031767,0.076779,0.067687,0.18017,0.10348,0.15031,0.12551,0.087067,0.079358,0.062084,0.11823,0.20682,0.23077,0.16685,0.14048,0.037918,0.075003,0.06052,0.13431,0.10581,0.024365,0.079449,0.058261,0.13728,0.13346,0.19793,0.17294,0.19872,0.12337,0.21683,0.29153,0.10421,0.15461,0.17666,0.16989,0.14012,0.22919,0.20011,0.2056,0.067761,0.21674,0.18918,0.12648,0.16875,0.13646,0.24095,0.36263,0.29445,0.17958,0.16323,0.11905,0.031405,0.054469,0.13934,0.22368,0.17934,0.14006,0.12503,0.19239,0.14229,0.16287,0.039785,0.14165,0,0.14798,0.19846,0,0.09393,0.13647,0.20847,0.071915,0.13839,0.14753,0.20576,0.080807,0.068011,0.074386,0.16181,0.07581,0.058456,0.10093,0.070623,0.20476,0.14688,0.039646,0.25655,0.12519,0.11358,0.21023,0.086442,0.20285,0.17224,0.22479,0.18085,0.16807,0.21491,0.20674,0.1247,0.050959,0.075176,0.062551,0.12626,0.21158,0,0.036025,0.16309,0.026117,0.074824,0.12169,0,0.078733,0.1799,0.076778,0,1,0.16527,0.072053,0.026988,0.11488,0.15494,0,0.067753,0.11828,0.05379,0.11244,0.039584,0.047648,0.094821,0.020731,0.019872,0.070078,0.027913,0.020821,0.0913,0.058871,0.10609,0.036169,0.17317,0.16489,0.095827,0.17003,0.20439,0.22453,0.042705,0.094875,0.027861,0.19014,0.22118,0.19774,0.10298,0.17744,0.038575,0.0394,0.023479,0.035014,0.028491
"D602096",0.17695,0.21216,0.13286,0.31712,0.49833,0.10649,0.18935,0.21331,0.12286,0,0,0.051151,0.20315,0.16857,0.17601,0,0.37567,0.062644,0.084089,0.26843,0.1802,0.2247,0.092983,0.39894,0,0.15117,0.1844,0.12641,0.04536,0,0.080647,0.039381,0.029281,0.037457,0.052854,0.2438,0.30463,0.24558,0.14781,0.26341,0.24929,0.1689,0.22465,0.26118,0.15947,0.2328,0.15416,0.18899,0.083847,0.20347,0.063198,0.11077,0.18628,0.27782,0.038336,0.17169,0.10014,0,0.33447,0.34518,0,0,0.20754,0.16724,0.49392,0.20004,0.13817,0.23741,0.13284,0.27625,0.080799,0.19136,0,0.029227,0.1543,0,0.063602,0.21308,0.20381,0.14462,0.058504,0.18292,0.20947,0.1607,0,0.075197,0.068845,0.25484,0,0.23505,0.053558,0.095163,0.17947,0,0.23327,0.1208,0.23239,0.21482,0.14061,0.21327,0.12897,0.18959,0.18408,0.17052,0.029773,0.10302,0.079209,0,0.059366,0,0.071946,0.20277,0,0.27263,0.26297,0,0.088163,0.16362,0,0,0.20895,0.10522,0,0.16527,1,0.1463,0.22316,0.20949,0.076146,0,0.20869,0.052904,0.17558,0.44553,0,0.14473,0.5792,0,0,0,0.056683,0,0.41051,0.28307,0.069539,0.036286,0.2084,0.15042,0.1481,0.15457,0.22355,0.14901,0.13015,0.23836,0.22664,0.34701,0.15478,0.2317,0.15636,0.19841,0,0,0.14304,0,0.5988
"D602134",0.14163,0.060715,0.10593,0.10802,0.11437,0.035547,0.069508,0.15118,0.027255,0,0,0.083791,0.085122,0.054543,0.10386,0.026912,0.11783,0,0,0.026659,0.091194,0.059644,0.13503,0.11449,0,0,0.18743,0.21447,0,0,0,0,0.059651,0,0.053734,0.043959,0.11139,0.061577,0.1468,0.1334,0.15304,0.10752,0.074401,0.19756,0,0.11764,0.038761,0.074887,0.13702,0.077517,0.13083,0.15248,0.16018,0.19887,0.077979,0.16907,0.076819,0.038599,0.21049,0.14394,0,0,0.093784,0.10366,0.14901,0.12172,0.0347,0.12816,0.10985,0.47131,0.48292,0.057564,0,0.059457,0.08181,0,0.021303,0.099863,0.17008,0.072756,0,0.073605,0.08758,0,0,0,0.070017,0.05117,0.02761,0,0,0.19888,0.019911,0,0.11311,0.039237,0.10884,0.10761,0,0.061261,0.13152,0.083365,0.08182,0.10312,0.060568,0.16274,0,0.050858,0,0,0,0.085732,0,0,0.10941,0,0,0.082092,0,0,0,0,0,0.072053,0.1463,1,0.16808,0.11753,0.038752,0,0,0.14378,0.068304,0.09825,0,0.14747,0.097586,0,0,0,0.057653,0,0.12585,0.35668,0,0.074682,0.076091,0.090155,0,0.093912,0.096442,0.089939,0.088267,0.14355,0.17339,0.097263,0.11087,0.067511,0.10605,0.092908,0,0,0.097012,0,0.11771
"D602404",0.053056,0.045843,0.1196,0.21405,0.43804,0,0.078619,0.12942,0.02058,0,0,0,0.076996,0,0.089315,0,0.35401,0,0,0,0,0.069065,0,0.36289,0,0,0.28304,0.19403,0,0,0,0,0,0,0.040572,0.033191,0.11012,0.12613,0,0.15155,0,0.053434,0.083687,0.22566,0,0.064756,0.029266,0,0,0.11675,0.023344,0.055819,0.040078,0.36341,0.058884,0.050739,0,0,0.31884,0.36606,0,0,0.10551,0.025239,0.23363,0.18394,0.026132,0.082529,0,0.33131,0.18801,0.086851,0,0.044893,0.073896,0,0,0,0.1195,0.10971,0,0.07506,0.02631,0,0,0,0.035196,0,0,0,0,0.036418,0.03007,0,0.063845,0.02953,0.053921,0.069106,0,0.022989,0.19797,0.072175,0.030839,0.15562,0.045731,0.1614,0,0,0,0,0,0,0,0,0.098566,0,0,0.12382,0,0,0,0,0,0.026988,0.22316,0.16808,1,0.043758,0,0,0,0,0.15502,0.20343,0,0.22215,0.29994,0,0,0,0.087065,0,0.19295,0.76452,0,0.055736,0.15563,0.13617,0,0.14031,0.14558,0.13573,0.19977,0.2167,0.9976,0.11927,0,0.13808,0.08279,0.02663,0,0,0.21956,0,0.36275
"D602439",0.11096,0.18098,0.12996,0.30048,0.029746,0.1854,0.12418,0.066456,0.1067,0.048988,0.23644,0.10733,0.13629,0.11285,0.16298,0.10525,0.069049,0.050171,0.067346,0.10603,0.1103,0.17738,0.078335,0.053734,0.028952,0.36682,0.098081,0.067245,0.11415,0.11865,0.16085,0.09428,0.093348,0.1214,0.084396,0.13975,0.16204,0.13075,0.12459,0.13988,0.057996,0.20925,0.13911,0.092639,0.25806,0.16257,0.092579,0.15292,0.1396,0.060865,0.13823,0.11764,0.083487,0.092884,0.061205,0.14205,0.10048,0,0.088797,0.033328,0.16941,0.086047,0.17103,0.13311,0.18814,0.063679,0.068504,0.18646,0.16272,0.12925,0.064478,0.15254,0,0.16391,0.077423,0.1603,0.033292,0.14694,0.13024,0.038079,0.099509,0.16646,0.1137,0.5961,0,0.15061,0.073382,0.3252,0.021664,0.070697,0.3244,0.17135,0.22204,0.062187,0.12386,0.078171,0.056046,0.085336,0.16978,0.17143,0.068904,0.10711,0.097381,0.053954,0.071306,0.097536,0.063438,0.039788,0.071188,0.097983,0.05762,0.16829,0.045293,0.11853,0.22784,0.037682,0.59863,0.085924,0.045409,0,0.083185,0.12418,0.045095,0.11488,0.20949,0.11753,0.043758,1,0.1067,0.045095,0.1133,0.042765,0.026792,0.051333,0.031069,0.11579,0.11534,0.067296,0.064507,0.058347,0.045258,0.067807,0.073993,0.16856,0.11111,0.087834,0.16729,0.047165,0,0.049385,0.10184,0.047063,0.06927,0.075112,0.045174,0.045807,0.1007,0.17123,0.14639,0.38852,0.03957,0.03094,0.038069,0,0.046195
"D603165",0.059776,0.098609,0.19653,0.14431,0,0.25747,0.12011,0.12362,0.20273,0.032302,0.076708,0.084781,0.22045,0.10103,0.18332,0.29484,0,0.11899,0.067,0.11497,0.15745,0.15066,0.033061,0.011927,0.038521,0.13887,0,0,0.08903,0.026333,0.11013,0.020924,0.062781,0.12314,0.14222,0.16226,0.14715,0.19085,0.026391,0.14026,0.018804,0.13811,0.10956,0.12735,0.13782,0.21134,0.14791,0.27784,0.14256,0.053984,0.14158,0.097811,0.12774,0.02062,0.12519,0.035479,0.15824,0.12284,0.098075,0.011089,0.063968,0.042741,0.12322,0.20958,0.15883,0.10953,0.12424,0.1538,0.12975,0.073299,0,0.18854,0,0.16206,0.1305,0.026458,0.093578,0.40091,0.14572,0.068513,0.21479,0.22353,0.17707,0.10202,0.020388,0.1046,0.16478,0.18896,0.043352,0.12773,0.088451,0.15336,0.11692,0.04114,0.18505,0.19505,0,0.14258,0.074446,0.27115,0.12538,0.10521,0.19974,0.035947,0.11272,0.12856,0.091627,0.026503,0.12848,0.064826,0.078732,0.30057,0.03017,0.1038,0.1053,0.025074,0.077639,0.075302,0.030248,0.14367,0.15247,0.10943,0.030039,0.15494,0.076146,0.038752,0,0.1067,1,0.030039,0.15471,0.13574,0.057127,0,0.12504,0.051452,0.076841,0.47121,0.49445,0.079456,0,0.46847,0,0.069291,0.54805,0.12928,0.16024,0.031422,0,0.032401,0.084675,0.0475,0.023067,0,0,0.041097,0.019152,0.15727,0.085405,0.18458,0.026356,0.12452,0,0.076564,0
"D603266",0,0.094438,0,0.1166,0,0.055452,0.055283,0.032769,0.23292,0,0,0,0.079397,0.026223,0.061348,0,0,0.25706,0.34112,0.4605,0.32502,0.11681,0.044621,0,0,0,0,0,0,0,0,0,0,0.029532,0,0,0,0.171,0,0.032896,0,0.026565,0.14643,0.15972,0.10365,0.070282,0.06033,0,0,0,0,0,0,0,0,0,0.039525,0,0,0,0.095005,0,0.036304,0.051972,0.032545,0,0.1376,0.11474,0.052353,0,0,0.060917,0,0.18661,0.050936,0.15811,0.098932,0.047628,0.090723,0,0,0.076001,0.30328,0.050253,0,0,0.072843,0.039322,0.043113,0,0.042348,0.11295,0.12421,0,0,0.061216,0,0.071332,0,0.11899,0,0.024834,0.29259,0,0.047272,0.11577,0.12446,0.87645,0.435,0.063382,0,0.031486,0.99993,0.65793,0.17337,0,0.045967,0.085134,0.99983,0,0.081119,0.87965,1,0,0,0,0,0.045095,0.030039,1,0.18321,0.21876,0,0,0.12395,0.15439,0,0.066689,0.063925,0,0,0.067413,0,0,0.055069,0.23615,0.078709,0,0,0,0,0,0,0,0,0,0,0.069834,0.08265,0.055103,0.38319,0.12375,0,0,0
"D603388",0,0.15449,0.024947,0.15234,0.035779,0.17847,0.19304,0.059938,0.26552,0,0,0,0.23369,0.14645,0.13887,0.025253,0,0.09034,0.12098,0.27284,0.18511,0.28634,0.027174,0.04306,0,0.14659,0,0,0.07055,0,0.12699,0.037797,0,0.09668,0.050765,0.18925,0.11962,0.54859,0,0.080736,0.12725,0.11543,0.16535,0.092906,0.22287,0.17697,0.1123,0.13057,0,0.14948,0.029227,0.14138,0.10891,0,0.036808,0.031723,0.17889,0.036452,0.11169,0.020077,0.030578,0,0.11024,0.1336,0.18926,0.038298,0.082606,0.19818,0.13928,0.02148,0,0.17163,0,0.19545,0.06715,0.11287,0.021227,0.20748,0.17435,0,0.12177,0.14145,0.36672,0.18818,0,0.12163,0.18983,0.20241,0.052327,0.14061,0.10441,0.22363,0.24139,0,0.14458,0.1978,0.033741,0.11705,0.13524,0.23026,0.04131,0.090672,0.56346,0.032446,0.028603,0.047007,0.076087,0.16122,0.15278,0.038599,0.06911,0.18084,0.18369,0.29699,0.11161,0,0.11443,0.025941,0.18397,0.050719,0.28983,0.26281,0.18321,0.067753,0.20869,0,0,0.1133,0.15471,0.18321,1,0.050468,0.11177,0.03086,0.22337,0.30769,0.092409,0.083388,0.079949,0,0,0.084028,0.029613,0,0.13547,0.21668,0.049676,0.028362,0,0.029245,0.09197,0.028285,0,0,0,0.036623,0.034523,0.071053,0.08398,0.17701,0.080216,0.24077,0,0,0
"D604416",0.07867,0.043781,0.08238,0.088287,0,0.092282,0.16476,0.065498,0.16782,0,0,0.075166,0.13752,0.061031,0.14328,0.044987,0,0.12147,0.16116,0.17214,0.21913,0.097365,0.24744,0,0.026574,0.050086,0,0.062755,0.016592,0,0,0,0.17488,0.082635,0.077561,0.063452,0.10551,0.16933,0.35478,0.10942,0.052786,0.075404,0.16561,0.16606,0.12444,0.24363,0.10201,0.089091,0.12737,0,0.13854,0.13947,0.059429,0,0,0.3036,0.14799,0.11226,0.081497,0.015283,0.022012,0,0.10115,0.15139,0.076531,0,0.14277,0.19802,0.073236,0.11737,0,0.18217,0,0.1329,0.081061,0,0.1876,0.11103,0.087309,0,0,0.12716,0.26644,0,0.027956,0,0.20745,0.036727,0.1203,0.088216,0,0.12424,0.10054,0.06465,0.10151,0.11633,0,0.17012,0.051512,0.25784,0,0.046215,0.21284,0,0.021914,0.053704,0.086487,0.33406,0.11382,0.02944,0,0.046915,0.21762,0.18828,0.11351,0.033443,0,0.082059,0.21691,0,0.11233,0.19111,0.21876,0.11828,0.052904,0.14378,0,0.042765,0.13574,0.21876,0.050468,1,0,0,0.1141,0.035488,0,0.061823,0.059305,0.1012,0,0.06209,0,0.088658,0.083569,0.10639,0.036489,0,0,0,0,0,0,0,0,0.028228,0.27506,0.032375,0.078467,0.11536,0.095017,0.11361,0,0,0
"D604827",0.10447,0.17807,0.22299,0.1381,0.14126,0,0.0847,0.093136,0.061413,0,0,0,0.095288,0,0.11416,0,0.14156,0,0,0.13326,0.1104,0.10215,0,0.11042,0,0,0.36875,0.19438,0.033108,0,0.060778,0,0,0.055566,0.050095,0.040983,0.11445,0.11838,0,0.06792,0.075136,0.015787,0.051439,0.094682,0,0.091732,0.036136,0,0,0.12479,0.014293,0.034176,0.15525,0.19101,0.036053,0.031066,0.076499,0,0.14054,0.10248,0,0,0.064855,0.098711,0.13133,0.11306,0.051346,0.050728,0,0.084706,0.076022,0.053385,0,0.027486,0.14091,0,0.043886,0,0.19376,0.15499,0.085075,0.033982,0.066218,0,0,0.060622,0.02155,0.072342,0,0.027555,0,0.022298,0.095234,0,0.053645,0.01808,0.10932,0.097633,0,0.090462,0.19154,0.076922,0.078974,0.16713,0.028,0.069042,0,0,0,0,0,0.057376,0,0,0.1679,0,0,0.13204,0,0,0,0,0,0.05379,0.17558,0.068304,0.15502,0.026792,0.057127,0,0.11177,0,1,0.21208,0,0.21431,0.13576,0,0,0,0.053308,0,0.11682,0.11172,0,0.15682,0.16988,0.19965,0.098323,0.15159,0.20859,0.19584,0.12279,0.31524,0.16014,0.12432,0,0.15243,0.049327,0.016305,0,0,0.13496,0,0.16378
"D605055",0.15826,0.1363,0.19786,0.41907,0.64296,0,0.11004,0.20143,0.10041,0,0,0,0.076052,0.014906,0.10621,0,0.51994,0,0,0.072691,0.060885,0.12105,0,0.57301,0,0,0.40673,0.2544,0,0,0,0.14249,0,0,0.071486,0.097624,0.29382,0.10997,0,0.25375,0.26222,0.060504,0.082651,0.17603,0,0.15481,0.06888,0.015163,0,0.16253,0.02739,0.06549,0.21867,0.28615,0.069078,0.11905,0,0,0.28689,0.38211,0,0,0.062929,0.060105,0.44096,0.21792,0.10871,0.065375,0,0.16248,0.10934,0.0518,0,0.052669,0.31098,0,0.058094,0,0.2109,0.25072,0,0.097991,0.030862,0,0,0,0.02064,0,0,0.026063,0,0.042866,0.035343,0,0.11054,0.017317,0.23987,0.17045,0.03177,0.054632,0.26992,0.11434,0.054265,0.1867,0.053654,0.11591,0,0,0,0,0,0.035841,0,0,0.1577,0,0,0.17243,0,0,0.045911,0,0,0.11244,0.44553,0.09825,0.20343,0.051333,0,0,0.03086,0,0.21208,1,0,0.29008,0.37655,0,0,0,0.051059,0,0.62315,0.17972,0,0.066157,0.22282,0.19409,0.13249,0.16992,0.20432,0.19142,0.11915,0.36775,0.20664,0.56894,0.032377,0.23264,0.14094,0.046862,0,0,0.13095,0,0.4688
"D605218",0,0,0.056651,0.039126,0,0.15087,0.41639,0.031478,0.30517,0,0,0.039469,0.054699,0,0.10681,0,0,0,0,0.057262,0.096307,0.11943,0,0,0,0,0,0,0.035304,0,0,0,0,0.1109,0.057611,0.070805,0.15425,0.12705,0,0.042543,0,0.044011,0.08718,0.042043,0.18063,0.34806,0,0.036721,0,0,0.10626,0.17802,0,0,0,0,0.054516,0.082776,0.067514,0.035356,0.032742,0,0.049974,0.10899,0.046189,0,0.03711,0.34128,0.054273,0,0,0.10371,0,0.12847,0.09831,0.10878,0.063157,0.098454,0,0.043052,0,0.11096,0.1501,0.034623,0.12479,0,0.47625,0.027092,0.05921,0.22276,0.029177,0.10445,0.08564,0,0.064984,0.10514,0,0.049172,0,0.1801,0,0.024192,0.12109,0,0,0,0,0.10903,0.06473,0,0,0.021693,0.12424,0.079702,0.033004,0,0.03167,0,0.12441,0,0.62972,0.10938,0.12395,0.039584,0,0,0,0.031069,0.12504,0.12395,0.22337,0.1141,0,0,1,0.36275,0,0.13786,0.13221,0,0,0.13875,0.05282,0,0.11341,0.16264,0,0,0,0,0,0,0,0,0,0.031823,0,0,0.056861,0.11459,0.097254,0.95398,0,0,0
"D605480",0.093654,0.080909,0.27252,0.14968,0.15126,0.14458,0.2396,0.18822,0.16145,0,0,0,0.13585,0,0.13156,0,0.15618,0,0,0.071328,0.089965,0.10017,0,0.12143,0,0,0.65125,0.4143,0,0,0,0,0,0.02533,0.10743,0.11746,0.17945,0.20103,0,0.10625,0,0.045417,0.073716,0.13057,0.18417,0.25187,0.051652,0.022835,0,0.13749,0.082637,0.19758,0.070743,0.21005,0.10391,0.089569,0.067929,0.051475,0.096656,0.11301,0.040644,0,0.12402,0.044543,0.1112,0.21623,0.04608,0.19558,0,0.12114,0.16412,0.1801,0,0.1995,0.20474,0.1355,0.028215,0.081554,0.19032,0.23012,0,0.11398,0.11686,0.042979,0,0,0.22324,0.033631,0.036816,0,0.036219,0.19462,0.13316,0,0.091858,0.13085,0.095155,0.1745,0,0.1021,0.44639,0.063576,0.22084,0.18299,0.080712,0.13218,0,0.13581,0.080629,0,0,0.026929,0.15476,0.099279,0.11591,0,0.039314,0.10907,0.15496,0,0.22375,0.13625,0.15439,0.047648,0.14473,0.14747,0.22215,0.11579,0.051452,0.15439,0.30769,0.035488,0.21431,0.29008,0.36275,1,0.19455,0.11419,0.10949,0,0.076637,0.11506,0.16707,0.21373,0.094033,0.25279,0.24116,0.20514,0,0.16623,0.21649,0.20268,0.17597,0.4519,0.2295,0.17229,0,0.21397,0.14134,0.14146,0.067574,0.40664,0.1934,0,0.23471
"D605526",0.046432,0.16128,0.10474,0.30622,0.51269,0.12463,0.13794,0.37758,0.054408,0,0,0.034276,0.13513,0.067244,0.15669,0,0.34607,0.22093,0.16931,0.070585,0.16024,0.098436,0,0.27959,0,0.07991,0.24787,0.16992,0.16116,0,0.29368,0,0,0.075601,0.035506,0.14627,0.1422,0.19066,0,0.1573,0,0.11315,0.20927,0.24768,0.086673,0.11392,0.16276,0.068154,0,0.13634,0.020429,0.19816,0.21818,0.20861,0.051532,0.044404,0.10092,0,0.19407,0.2362,0,0,0.18507,0.088572,0.31213,0.26867,0.14456,0.19992,0.13388,0.12032,0.10861,0.1269,0,0.039288,0.091072,0,0,0.081164,0.18317,0.096074,0.11814,0.14924,0.092491,0.085621,0,0.27675,0.12352,0.067057,0,0.077698,0.035996,0.12779,0.13194,0,0.10936,0.077736,0.047189,0.16778,0.14129,0.12527,0.17337,0.12689,0.10816,0.13628,0.040021,0.13846,0.15961,0,0.20926,0,0.14525,0.080748,0,0.09816,0.20372,0,0.078728,0.10843,0,0,0.10355,0.20937,0,0.094821,0.5792,0.097586,0.29994,0.11534,0.076841,0,0.092409,0,0.13576,0.37655,0,0.19455,1,0,0,0,0.076195,0,0.42623,0.21249,0.14028,0.048777,0.2372,0.11925,0,0.12287,0.25651,0.11887,0.17495,0.18977,0.30461,0.27255,0,0.21899,0.069959,0.095464,0,0,0.19228,0,0.80346
"D605804",0,0,0.061355,0.034744,0,0.12378,0.081359,0.024449,0.20477,0,0,0.030051,0.078993,0.058655,0.068731,0.031008,0,0,0,0.061872,0.078129,0.05178,0,0,0.04277,0,0,0,0.026731,0.058493,0.047458,0.046477,0.03444,0.066169,0.09359,0.076565,0.083233,0.095383,0,0.049133,0,0.079316,0.042934,0.068296,0.099177,0.083299,0.022503,0.079566,0,0,0.089806,0.085859,0,0.045801,0,0,0.058883,0.089649,0,0.02463,0.035468,0.031634,0.081184,0.038842,0.024244,0,0.060293,0.063567,0,0.026414,0,0.066858,0,0.10363,0.075759,0.05874,0.049244,0.45831,0.022566,0.086568,0.069603,0.17801,0.04047,0.037505,0,0.0451,0.081393,0.029348,0.096177,0,0.031606,0.11218,0.046275,0.030429,0.063934,0.068158,0,0.053173,0.041164,0.22047,0,0.01851,0.047446,0,0.035163,0.028773,0,0.05884,0.034964,0.047238,0,0.25549,0.066981,0.042999,0.025278,0,0.034307,0.031751,0.067153,0,0.090328,0.059011,0.066689,0.020731,0,0,0,0.067296,0.47121,0.066689,0.083388,0.061823,0,0,0.13786,0.11419,0,1,0.94294,0,0,0.9985,0,0,0.74957,0.17195,0.02939,0,0,0,0,0,0.051236,0,0,0,0,0.026076,0.092166,0.061434,0.05853,0.13731,0,0,0
"D605805",0,0,0.058856,0.033304,0,0.11866,0.078016,0.023435,0.22725,0,0,0.028805,0.075747,0.056223,0.065915,0.029723,0,0,0,0.059307,0.074929,0.049633,0,0,0.040995,0,0,0,0.025623,0.056069,0.045491,0.044551,0.033012,0.063459,0.089756,0.073428,0.07981,0.091464,0,0.047114,0,0.076027,0.041154,0.065498,0.095075,0.07987,0.02157,0.076293,0,0,0.086106,0.082363,0,0.043903,0,0,0.056456,0.085998,0,0.023609,0.033998,0.030323,0.077858,0.03723,0.023239,0,0.057822,0.060963,0,0.02532,0,0.11096,0,0.099387,0.072618,0.056305,0.047203,0.41884,0.021631,0.082935,0.066716,0.16648,0.038802,0.035951,0,0.043231,0.078058,0.028131,0.092237,0,0.030296,0.10755,0.044367,0.029168,0.061307,0.065366,0,0.050995,0.039458,0.24298,0,0.017742,0.04549,0,0.033705,0.02758,0,0.056401,0.033515,0.045281,0,0.23134,0.064205,0.041217,0.02423,0,0.032885,0.030435,0.06437,0,0.086628,0.056565,0.063925,0.019872,0,0,0,0.064507,0.49445,0.063925,0.079949,0.059305,0,0,0.13221,0.10949,0,0.94294,1,0,0,0.94442,0,0,0.70695,0.16902,0.028172,0,0,0,0,0,0.049113,0,0,0,0,0.024996,0.088345,0.058897,0.056104,0.13168,0,0,0
"D605839",0,0,0.1065,0.071282,0,0.069463,0.015427,0,0,0.1786,0.1512,0.42005,0.23507,0.33884,0.28317,0.1079,0,0,0.037566,0.023659,0,0.030188,0.075831,0,0.13915,0.12106,0,0,0.14541,0,0,0,0,0.091966,0,0.024315,0.10917,0.098647,0,0.078704,0,0.33542,0.069961,0.03795,0.062978,0.094384,0,0.14403,0.17074,0,0.029735,0,0,0,0,0,0,0,0,0,0.060922,0.10273,0.23591,0.050242,0,0,0.12988,0,0.16826,0,0,0.143,0,0.11647,0.014479,0,0.098759,0,0.021511,0,0.23506,0.14546,0.046435,0.06522,0,0,0.044141,0.11928,0.098289,0.055352,0.10894,0.069511,0.040105,0.30184,0.26702,0.038412,0,0.070659,0.06315,0.11328,0,0.16964,0.038472,0,0,0,0,0,0,0.15582,0,0.022461,0,0,0.043423,0.21848,0.085457,0.10622,0,0,0.069187,0,0,0.070078,0,0,0,0.058347,0.079456,0,0,0.1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.028044,0,0,0,0,0,0,0,0,0.017493,0,0.084776,0,0.055816,0,0,0,0,0
"D605841",0.22534,0.047414,0.041259,0.023369,0.059185,0,0.027122,0.25423,0.021286,0,0,0,0.026563,0,0.030813,0,0.045781,0,0,0,0,0.17153,0,0.035617,0,0,0.097482,0.06687,0,0,0,0,0,0,0.041963,0.034329,0.027981,0.03205,0,0.016525,0,0.026669,0.028871,0.03066,0,0.02234,0.030269,0,0,0.040274,0.024144,0.057732,0.44769,0.06161,0.060902,0.052478,0,0,0.028357,0.033155,0,0,0.0364,0.026104,0.032612,0.063346,0.1093,0.028472,0,0.035532,0.064146,0.029962,0,0.046431,0.025465,0,0,0,0.03036,0.037847,0,0.019073,0.19725,0,0,0,0.036402,0,0,0,0,0.037666,0.0311,0,0.021499,0.24283,0.055769,0.023842,0,0.023777,0.068292,0.024898,0.031896,0.053681,0.047298,0.038846,0,0,0,0,0,0,0,0,0.034002,0,0,0.04271,0,0,0,0,0,0.027913,0.056683,0.057653,0.087065,0.045258,0,0,0,0,0.053308,0.051059,0,0.076637,0.076195,0,0,0,1,0,0.048989,0.062691,0,0.057646,0.039552,0.046922,0,0.04842,0.0502,0.046797,0.068918,0.074702,0.089883,0.03029,0,0.035092,0.04132,0.027543,0,0,0.075746,0,0.091915
"D605844",0,0,0.06162,0.035008,0,0.12822,0.081846,0.024553,0.20471,0,0,0.030181,0.079463,0.058906,0.069028,0.031142,0,0,0,0.062341,0.078637,0.052116,0,0,0.042951,0,0,0,0.026847,0.058746,0.047663,0.046678,0.034589,0.066455,0.093995,0.076896,0.083586,0.095952,0,0.049344,0,0.079785,0.043118,0.068591,0.099765,0.085308,0.0226,0.079903,0,0,0.090187,0.08623,0,0.046,0,0,0.059138,0.090036,0,0.024735,0.035853,0.031771,0.081535,0.039007,0.024349,0,0.060552,0.06398,0,0.026529,0,0.067292,0,0.10431,0.076208,0.059377,0.049617,0.45186,0.022664,0.08686,0.069899,0.17835,0.040777,0.037912,0,0.045295,0.081921,0.029666,0.096593,0,0.031949,0.11285,0.046626,0.030561,0.064209,0.068601,0,0.053403,0.041342,0.22088,0,0.01859,0.047806,0,0.035315,0.028897,0,0.059478,0.035344,0.047443,0,0.25101,0.067708,0.043466,0.025387,0,0.034679,0.031889,0.067882,0,0.090915,0.059652,0.067413,0.020821,0,0,0,0.067807,0.46847,0.067413,0.084028,0.06209,0,0,0.13875,0.11506,0,0.9985,0.94442,0,0,1,0,0,0.74955,0.17295,0.029518,0,0,0,0,0,0.051458,0,0,0,0,0.026189,0.092763,0.061834,0.058974,0.1382,0,0,0
