"","D102300","D103780","D104130","D104300","D104310","D107650","D109100","D109350","D109800","D114480","D114500","D115645","D125320","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D137750","D137760","D140600","D143465","D144700","D145500","D153800","D155600","D155601","D157300","D161400","D164230","D165199","D165720","D166760","D168600","D168601","D176807","D181000","D181500","D182830","D188470","D190310","D205700","D208550","D209850","D210050","D211980","D219700","D222100","D226150","D236000","D254200","D254500","D260480","D266600","D267740","D300125","D600319","D600803","D600807","D601208","D601318","D601367","D601518","D601665","D601666","D601682","D601941","D601942","D602080","D602096","D602404","D603266","D604827","D605055","D605526","D605839","D605841","D605844","D606889","D607060","D607154","D607373","D607498","D607499","D607501","D607508","D607516","D607682","D607688","D607822","D607850","D608049","D608895","D608907"
"D600319",0,0.083365,0,0.10278,0,0.087717,0.24211,0,0,0.11752,0.023116,0,0,0.52084,0.34707,0.10294,0.17813,0,0,0,0,0.11952,0,0,0,0.2318,0,0.046965,0.12753,0.053256,0,0,0,0.036576,0,0,0.15066,0.10776,0,0,0.032002,0.068917,0.02873,0,0.046149,0,0.13908,0.042022,0.10694,0,0,0.067058,0.34157,0,0.034694,0.13267,0.10945,0.053847,0.171,0,0,1,0,0.02778,0.87656,0.57612,0.15096,0,0.075099,0.87658,0,0.77117,0.87645,0.050959,0,0,0.87645,0,0,0,0,0,0.059478,0,0,0.048587,0.069481,0,0,0,0,0,0,0,0,0.18271,0.061646,0,0
"D600803",0,0.15071,0.052411,0.13701,0,0.10597,0.12747,0.060632,0.02565,0.13929,0.13541,0.079347,0,0.079324,0.21126,0.091198,0.056284,0,0.036446,0.059762,0,0,0.139,0,0.065888,0,0,0.085906,0.13982,0.14209,0.11917,0,0.05317,0.07889,0,0,0,0,0.017962,0,0.094237,0.13306,0.10844,0,0.13954,0.040647,0,0.091034,0.13998,0.073456,0.11866,0.22536,0.16017,0.038388,0.05015,0.12297,0.12317,0.25119,0.1855,0,0,0,1,0.22756,0,0.11019,0.13583,0,0.11548,0,0,0.15661,0,0.12626,0.071946,0,0,0,0,0.14525,0,0,0,0.0311,0,0.14366,0.13763,0,0,0,0.096514,0.061384,0,0,0.038429,0,0.10626,0,0
"D600807",0.01957,0.16911,0.10391,0.28875,0.041569,0.12897,0.18933,0.067517,0.11853,0.22643,0.19902,0.1657,0,0.19351,0.20245,0.27479,0.082258,0.025006,0.060664,0.27588,0,0.023581,0.1065,0.029466,0.15922,0.053789,0.097552,0.26842,0.2696,0.16423,0.23738,0.097569,0.11342,0.10309,0,0.04299,0.14777,0.021212,0.060936,0.058667,0.16777,0.29869,0.18842,0.044634,0.15601,0.022519,0.08309,0.38905,0.13746,0.11202,0.22324,0.32758,0.3473,0.021268,0.2668,0.13492,0.25481,0.1652,0.37132,0.048536,0,0.02778,0.22756,1,0.031624,0.21646,0.17005,0.051798,0.091075,0.031705,0.058993,0.11494,0.031486,0.21158,0.20277,0,0.031486,0.057376,0.035841,0.080748,0.022461,0,0.25101,0.034393,0.044445,0.31085,0.11948,0,0,0,0.053657,0.050869,0,0,0.042585,0.060306,0.097257,0,0
"D601208",0,0.094884,0,0.11704,0,0.032924,0.23285,0,0,0.079738,0.026322,0,0,0.46057,0.32461,0.11723,0.044789,0,0,0,0,0,0,0,0,0,0,0.026681,0.1458,0.060614,0,0,0,0,0,0,0,0,0,0,0.03644,0.052217,0.032699,0,0.05255,0,0.15848,0.047836,0.091123,0,0,0.076335,0.30327,0,0.039494,0.11327,0.12465,0.061359,0.11941,0,0,0.87656,0,0.031624,1,0.65749,0.17261,0,0.085496,0.99998,0,0.87975,0.99993,0,0,0,0.99993,0,0,0,0,0,0.067708,0,0,0.05531,0.079081,0,0,0,0,0,0,0,0,0,0.070164,0,0
"D601318",0,0.15302,0.026609,0.15087,0,0.08488,0.23681,0.030795,0,0.19357,0.1923,0.026901,0,0.65016,0.38455,0.18507,0.02892,0,0.074244,0.15506,0,0,0.094834,0,0.16475,0,0,0.12127,0.21583,0.20438,0.12624,0,0.051765,0.053281,0,0,0,0,0.023524,0,0.093762,0.19556,0.17853,0,0.16964,0,0.10167,0.18718,0.099901,0.025146,0.059696,0.18067,0.44783,0,0.21266,0.16999,0.22692,0.16331,0.22565,0,0,0.57612,0.11019,0.21646,0.65749,1,0.16182,0,0.082633,0.65719,0,0.68565,0.65793,0.036025,0.27263,0,0.65793,0,0,0.09816,0,0,0.043466,0,0,0.15539,0.10356,0,0,0,0.065464,0,0,0,0,0,0.09801,0,0
"D601367",0.1477,0.29218,0.14226,0.36957,0.11534,0.15124,0.18434,0.036422,0.12664,0.21407,0.094201,0.19731,0.16327,0.2615,0.30167,0.19829,0.10555,0.15714,0.021734,0.10798,0.14751,0.10111,0.11512,0.063382,0.10497,0.08755,0.12873,0.16668,0.38477,0.23715,0.15331,0.10359,0.18368,0.16083,0.19003,0.045988,0.10214,0,0.17524,0.14178,0.18121,0.16999,0.2305,0.14368,0.18399,0.072695,0.059549,0.073597,0.26721,0.19111,0.12984,0.21066,0.19923,0,0.22681,0.14352,0.23851,0.03543,0.26614,0.10336,0.18334,0.15096,0.13583,0.17005,0.17261,0.16182,1,0.028287,0.22885,0.17213,0,0.24715,0.17337,0.16309,0.26297,0.098566,0.17337,0.1679,0.1577,0.20372,0.043423,0.034002,0.025387,0.22941,0.16869,0.0847,0.24622,0.16112,0.089012,0.16635,0.23023,0.19668,0.17096,0.10182,0.13606,0.070276,0.26049,0,0.14027
"D601518",0,0,0.034325,0.038223,0,0,0,0.078899,0.20414,0.26003,0.15752,0.034696,0,0,0,0.038613,0.035589,0,0.23297,0.039021,0,0,0.067276,0,0.028559,0,0,0.13913,0.070718,0.048738,0.044663,0.062566,0,0,0,0,0,0,0,0.02678,0.50874,0.042779,0,0,0.089992,0,0,0,0.025265,0,0.085006,0.12361,0.065673,0,0.033428,0.061602,0.051379,0,0.077282,0,0,0,0,0.051798,0,0,0.028287,1,0.069858,0,0,0,0,0.026117,0,0,0,0,0,0,0.21848,0,0,0,0,0,0.03294,0,0,0,0,0,0,0,0,0,0.057452,0,0
"D601665",0.10547,0.1585,0.20157,0.24723,0.11246,0.23431,0.10133,0.09123,0.081055,0.29397,0.14335,0.14276,0.17605,0.17972,0.22039,0.1118,0.063369,0.11959,0.0273,0.070456,0.13896,0.095259,0.14275,0.079621,0.08142,0,0.13142,0.11963,0.20966,0.11851,0.12904,0.098997,0.11513,0.13937,0.2077,0.028885,0.02489,0,0.13548,0.16017,0.19183,0.1761,0.15906,0.090306,0.10205,0.060882,0,0,0.19415,0.18529,0.04921,0.2195,0.11723,0,0.037981,0.089343,0.13467,0.074088,0.20502,0.097192,0.154,0.075099,0.11548,0.091075,0.085496,0.082633,0.22885,0.069858,1,0.085709,0,0.07532,0.085134,0.12169,0.16362,0.12382,0.085134,0.13204,0.17243,0.10843,0.10622,0.04271,0.031889,0.11649,0.089231,0.026072,0.15537,0.13563,0.19799,0.13946,0.14396,0.18049,0.17929,0.12791,0.14567,0.02719,0.18404,0,0.13082
"D601666",0,0.095147,0,0.1173,0,0.033016,0.23279,0,0,0.079939,0.02638,0,0,0.46059,0.32435,0.11747,0.044888,0,0,0,0,0,0,0,0,0,0,0.02675,0.14542,0.060783,0,0,0,0,0,0,0,0,0,0,0.036521,0.052362,0.03279,0,0.052666,0,0.1587,0.047959,0.091358,0,0,0.076532,0.30324,0,0.039596,0.11346,0.1249,0.061442,0.11966,0,0,0.87658,0,0.031705,0.99998,0.65719,0.17213,0,0.085709,1,0,0.87975,0.99983,0,0,0,0.99983,0,0,0,0,0,0.067882,0,0,0.055452,0.0793,0,0,0,0,0,0,0,0,0,0.070358,0,0
"D601682",0,0.044242,0.078986,0.11435,0,0.15663,0.019841,0.051276,0,0.024754,0.028125,0.20466,0,0.03915,0,0.11019,0.044946,0.03319,0,0,0,0,0,0.47652,0.38172,0,0,0,0.031086,0.18482,0.12701,0,0.037526,0.20244,0,0.29479,0,0.113,0.081326,0,0,0.17786,0.16332,0.30817,0,0,0,0.13415,0.12566,0,0,0.056348,0.12891,0,0,0.035095,0.028982,0.14883,0.090507,0.3535,0.050027,0,0,0.058993,0,0,0,0,0,0,1,0,0,0.078733,0,0,0,0,0,0,0,0,0,0,0,0,0.16855,0.043731,0,0.045092,0.046783,0.088121,0,0,0.028226,0,0.18224,0.21935,0
"D601941",0,0.21425,0,0.16728,0,0.11968,0.24463,0,0.035882,0.14325,0.095703,0,0,0.4824,0.38235,0.14632,0.039452,0,0,0.0874,0,0,0.09874,0,0.094996,0,0,0.096827,0.21477,0.13664,0.073485,0,0.035999,0.11371,0,0,0,0,0,0,0.13201,0.11769,0.11958,0,0.19065,0,0.13953,0.13092,0.16706,0,0.12737,0.11986,0.3417,0,0.10814,0.20316,0.19514,0.11078,0.17042,0,0,0.77117,0.15661,0.11494,0.87975,0.68565,0.24715,0,0.07532,0.87975,0,1,0.87965,0.076778,0.10522,0,0.87965,0,0,0.20937,0,0,0.059652,0,0,0.19999,0.18119,0,0,0,0.13916,0,0,0,0,0,0.1703,0,0
"D601942",0,0.094438,0,0.1166,0,0.032769,0.23292,0,0,0.079397,0.026223,0,0,0.4605,0.32502,0.11681,0.044621,0,0,0,0,0,0,0,0,0,0,0.026565,0.14643,0.06033,0,0,0,0,0,0,0,0,0,0,0.036304,0.051972,0.032545,0,0.052353,0,0.15811,0.047628,0.090723,0,0,0.076001,0.30328,0,0.039322,0.11295,0.12421,0.061216,0.11899,0,0,0.87645,0,0.031486,0.99993,0.65793,0.17337,0,0.085134,0.99983,0,0.87965,1,0,0,0,1,0,0,0,0,0,0.067413,0,0,0.055069,0.078709,0,0,0,0,0,0,0,0,0,0.069834,0,0
"D602080",0.12114,0.14859,0.12158,0.21431,0.073596,0.16051,0.15859,0.031767,0.067687,0.18017,0.10348,0.12551,0.087067,0.11823,0.20682,0.23077,0.16685,0.14048,0.037918,0.075003,0.06052,0.13431,0.10581,0.19793,0.17294,0.21683,0.10421,0.15461,0.17666,0.20011,0.2056,0.067761,0.21674,0.16875,0.13646,0.24095,0.36263,0.17958,0.16323,0.11905,0.13934,0.22368,0.17934,0.14006,0.14229,0.039785,0,0.13647,0.20847,0.071915,0.13839,0.14753,0.20576,0.068011,0.07581,0.20476,0.14688,0.12519,0.20285,0.17224,0.16807,0.050959,0.12626,0.21158,0,0.036025,0.16309,0.026117,0.12169,0,0.078733,0.076778,0,1,0.16527,0.026988,0,0.05379,0.11244,0.094821,0.070078,0.027913,0.020821,0.0913,0.058871,0.10609,0.17317,0.16489,0.095827,0.17003,0.20439,0.22453,0.094875,0.027861,0.19014,0.22118,0.19774,0.035014,0.028491
"D602096",0.17695,0.21216,0.13286,0.31712,0.49833,0.21331,0.12286,0,0.051151,0.20315,0.16857,0,0.37567,0.26843,0.1802,0.2247,0.092983,0.39894,0,0.15117,0.1844,0.12641,0.04536,0.052854,0.2438,0.14781,0.24929,0.1689,0.22465,0.15416,0.18899,0.083847,0.20347,0.18628,0.27782,0.038336,0.17169,0,0.33447,0.34518,0.20754,0.16724,0.49392,0.20004,0.13284,0.080799,0,0.21308,0.20381,0.14462,0.058504,0.18292,0.20947,0,0.25484,0.095163,0.17947,0.1208,0.21327,0.12897,0.17052,0,0.071946,0.20277,0,0.27263,0.26297,0,0.16362,0,0,0.10522,0,0.16527,1,0.22316,0,0.17558,0.44553,0.5792,0,0.056683,0,0.41051,0.28307,0.069539,0.2084,0.15042,0.1481,0.15457,0.22355,0.14901,0.23836,0.22664,0.34701,0.15478,0.2317,0,0.5988
"D602404",0.053056,0.045843,0.1196,0.21405,0.43804,0.12942,0.02058,0,0,0.076996,0,0,0.35401,0,0,0.069065,0,0.36289,0,0,0.28304,0.19403,0,0.040572,0.033191,0,0,0.053434,0.083687,0.029266,0,0,0.11675,0.040078,0.36341,0.058884,0.050739,0,0.31884,0.36606,0.10551,0.025239,0.23363,0.18394,0,0.18801,0,0,0.1195,0.10971,0,0.07506,0.02631,0,0,0.036418,0.03007,0.02953,0.022989,0.19797,0.15562,0,0,0,0,0,0.098566,0,0.12382,0,0,0,0,0.026988,0.22316,1,0,0.15502,0.20343,0.29994,0,0.087065,0,0.19295,0.76452,0,0.15563,0.13617,0,0.14031,0.14558,0.13573,0.2167,0.9976,0.11927,0,0.13808,0,0.36275
"D603266",0,0.094438,0,0.1166,0,0.032769,0.23292,0,0,0.079397,0.026223,0,0,0.4605,0.32502,0.11681,0.044621,0,0,0,0,0,0,0,0,0,0,0.026565,0.14643,0.06033,0,0,0,0,0,0,0,0,0,0,0.036304,0.051972,0.032545,0,0.052353,0,0.15811,0.047628,0.090723,0,0,0.076001,0.30328,0,0.039322,0.11295,0.12421,0.061216,0.11899,0,0,0.87645,0,0.031486,0.99993,0.65793,0.17337,0,0.085134,0.99983,0,0.87965,1,0,0,0,1,0,0,0,0,0,0.067413,0,0,0.055069,0.078709,0,0,0,0,0,0,0,0,0,0.069834,0,0
"D604827",0.10447,0.17807,0.22299,0.1381,0.14126,0.093136,0.061413,0,0,0.095288,0,0,0.14156,0.13326,0.1104,0.10215,0,0.11042,0,0,0.36875,0.19438,0.033108,0.050095,0.040983,0,0.075136,0.015787,0.051439,0.036136,0,0,0.12479,0.15525,0.19101,0.036053,0.031066,0,0.14054,0.10248,0.064855,0.098711,0.13133,0.11306,0,0.076022,0,0,0.19376,0.15499,0.085075,0.033982,0.066218,0,0.072342,0.022298,0.095234,0.01808,0.090462,0.19154,0.16713,0,0,0.057376,0,0,0.1679,0,0.13204,0,0,0,0,0.05379,0.17558,0.15502,0,1,0.21208,0.13576,0,0.053308,0,0.11682,0.11172,0,0.16988,0.19965,0.098323,0.15159,0.20859,0.19584,0.31524,0.16014,0.12432,0,0.15243,0,0.16378
"D605055",0.15826,0.1363,0.19786,0.41907,0.64296,0.20143,0.10041,0,0,0.076052,0.014906,0,0.51994,0.072691,0.060885,0.12105,0,0.57301,0,0,0.40673,0.2544,0,0.071486,0.097624,0,0.26222,0.060504,0.082651,0.06888,0.015163,0,0.16253,0.21867,0.28615,0.069078,0.11905,0,0.28689,0.38211,0.062929,0.060105,0.44096,0.21792,0,0.10934,0,0,0.2109,0.25072,0,0.097991,0.030862,0,0,0.042866,0.035343,0.017317,0.054632,0.26992,0.1867,0,0,0.035841,0,0,0.1577,0,0.17243,0,0,0,0,0.11244,0.44553,0.20343,0,0.21208,1,0.37655,0,0.051059,0,0.62315,0.17972,0,0.22282,0.19409,0.13249,0.16992,0.20432,0.19142,0.36775,0.20664,0.56894,0.032377,0.23264,0,0.4688
"D605526",0.046432,0.16128,0.10474,0.30622,0.51269,0.37758,0.054408,0,0.034276,0.13513,0.067244,0,0.34607,0.070585,0.16024,0.098436,0,0.27959,0,0.07991,0.24787,0.16992,0.16116,0.035506,0.14627,0,0,0.11315,0.20927,0.16276,0.068154,0,0.13634,0.21818,0.20861,0.051532,0.044404,0,0.19407,0.2362,0.18507,0.088572,0.31213,0.26867,0.13388,0.10861,0,0.081164,0.18317,0.096074,0.11814,0.14924,0.092491,0,0.067057,0.12779,0.13194,0.077736,0.12527,0.17337,0.13628,0,0.14525,0.080748,0,0.09816,0.20372,0,0.10843,0,0,0.20937,0,0.094821,0.5792,0.29994,0,0.13576,0.37655,1,0,0.076195,0,0.42623,0.21249,0.14028,0.2372,0.11925,0,0.12287,0.25651,0.11887,0.18977,0.30461,0.27255,0,0.21899,0,0.80346
"D605839",0,0,0.1065,0.071282,0,0,0,0.1786,0.42005,0.23507,0.33884,0.1079,0,0.023659,0,0.030188,0.075831,0,0.13915,0.12106,0,0,0.14541,0,0.024315,0,0,0.33542,0.069961,0,0.14403,0.17074,0,0,0,0,0,0,0,0,0.23591,0.050242,0,0,0.16826,0,0,0,0.021511,0,0.23506,0.14546,0.046435,0,0.11928,0.069511,0.040105,0.038412,0.11328,0,0,0,0,0.022461,0,0,0.043423,0.21848,0.10622,0,0,0,0,0.070078,0,0,0,0,0,0,1,0,0,0,0,0,0.028044,0,0,0,0,0,0,0,0.017493,0,0.084776,0,0
"D605841",0.22534,0.047414,0.041259,0.023369,0.059185,0.25423,0.021286,0,0,0.026563,0,0,0.045781,0,0,0.17153,0,0.035617,0,0,0.097482,0.06687,0,0.041963,0.034329,0,0,0.026669,0.028871,0.030269,0,0,0.040274,0.44769,0.06161,0.060902,0.052478,0,0.028357,0.033155,0.0364,0.026104,0.032612,0.063346,0,0.064146,0,0,0.03036,0.037847,0,0.019073,0.19725,0,0,0.037666,0.0311,0.24283,0.023777,0.068292,0.053681,0,0,0,0,0,0.034002,0,0.04271,0,0,0,0,0.027913,0.056683,0.087065,0,0.053308,0.051059,0.076195,0,1,0,0.048989,0.062691,0,0.039552,0.046922,0,0.04842,0.0502,0.046797,0.074702,0.089883,0.03029,0,0.035092,0,0.091915
"D605844",0,0,0.06162,0.035008,0,0.024553,0.20471,0,0.030181,0.079463,0.058906,0.031142,0,0.062341,0.078637,0.052116,0,0,0.042951,0,0,0,0.026847,0.093995,0.076896,0,0,0.079785,0.043118,0.0226,0.079903,0,0,0,0.046,0,0,0.090036,0,0.024735,0.081535,0.039007,0.024349,0,0,0,0.059377,0.45186,0.022664,0.08686,0.069899,0.17835,0.040777,0,0.029666,0.11285,0.046626,0.068601,0.22088,0,0,0.059478,0,0.25101,0.067708,0.043466,0.025387,0,0.031889,0.067882,0,0.059652,0.067413,0.020821,0,0,0.067413,0,0,0,0,0,1,0,0,0.74955,0.029518,0,0,0,0,0,0,0,0,0,0.026189,0,0
"D606889",0.18766,0.15947,0.1581,0.39266,0.66746,0.22721,0.057981,0,0.047428,0.1157,0.028642,0.068124,0.37463,0.067923,0.057186,0.11647,0,0.48434,0.031372,0,0.21261,0.14574,0.022732,0.068494,0.093589,0,0.060755,0.10363,0.1436,0.15686,0.01455,0,0.19743,0.11423,0.23525,0.066265,0.11422,0,0.2733,0.36751,0.059442,0.085264,0.37794,0.22187,0.034945,0.14036,0,0.026111,0.17441,0.19272,0,0.13657,0.029613,0,0.042947,0.04112,0.067685,0.03329,0.090687,0.14898,0.23389,0,0.0311,0.034393,0,0,0.22941,0,0.11649,0,0,0,0,0.0913,0.41051,0.19295,0,0.11682,0.62315,0.42623,0,0.048989,0,1,0.20553,0,0.15198,0.20467,0.040663,0.21173,0.21874,0.204,0.20359,0.19596,0.524,0.031069,0.13495,0,0.5285
"D607060",0.24425,0.066021,0.11498,0.21241,0.34253,0.11459,0.014818,0,0.056901,0.11137,0.03698,0,0.31268,0,0.101,0.081181,0.10488,0.33338,0,0,0.27199,0.18644,0,0.05843,0.0478,0.16676,0.079807,0.074722,0.12305,0.042148,0.099225,0.093274,0.11234,0.087152,0.34614,0.084794,0.22976,0,0.3693,0.35779,0.15498,0.036347,0.30115,0.17668,0.07396,0.32879,0,0.067359,0.10584,0.10547,0,0.10797,0.078011,0,0.08579,0.079225,0.021651,0.021263,0.068141,0.19058,0.14952,0,0,0.044445,0,0,0.16869,0,0.089231,0,0,0,0,0.058871,0.28307,0.76452,0,0.11172,0.17972,0.21249,0,0.062691,0,0.20553,1,0,0.13792,0.13081,0,0.13582,0.13987,0.13044,0.20822,0.75516,0.12708,0.13428,0.12237,0,0.25696
"D607154",0,0.087526,0.050381,0.071614,0,0.10378,0.19488,0,0.049408,0.11387,0.096744,0.025462,0,0.10197,0.15354,0.085285,0,0,0.035123,0.057763,0,0,0.088108,0.07685,0.1265,0,0,0.11435,0.11079,0.096004,0.1325,0,0.049198,0.076191,0.037609,0.037183,0,0.11047,0.019001,0.020227,0.13361,0.1154,0.10421,0,0.13742,0,0.048505,0.49193,0.099418,0.071019,0.1738,0.21944,0.11987,0,0.072707,0.18763,0.095297,0.093584,0.24245,0,0.032779,0.048587,0.14366,0.31085,0.05531,0.15539,0.0847,0,0.026072,0.055452,0,0.19999,0.055069,0.10609,0.069539,0,0.055069,0,0,0.14028,0,0,0.74955,0,0,1,0.15946,0.028654,0,0.029546,0.12387,0.028575,0,0,0,0,0.12616,0,0
"D607373",0.12822,0.25855,0.26745,0.25268,0.13072,0.25554,0.096963,0.12087,0.05741,0.13102,0.099079,0.15895,0.16728,0.15298,0.1359,0.20309,0.021229,0.13036,0.025308,0.063579,0.33219,0.21075,0.13267,0.15679,0.19059,0,0.057528,0.14814,0.14433,0.19739,0.15271,0.033068,0.14711,0.21568,0.25195,0.20358,0.046219,0.080284,0.1341,0.10612,0.13077,0.20948,0.31346,0.24068,0.13359,0.14112,0,0.12845,0.64599,0.17157,0.11659,0.21735,0.14276,0.053273,0.053714,0.14118,0.11098,0.11713,0.19714,0.37864,0.17278,0.069481,0.13763,0.11948,0.079081,0.10356,0.24622,0.03294,0.15537,0.0793,0.16855,0.18119,0.078709,0.17317,0.2084,0.15563,0.078709,0.16988,0.22282,0.2372,0.028044,0.039552,0.029518,0.15198,0.13792,0.15946,1,0.17538,0.075247,0.15712,0.2535,0.19412,0.30698,0.15806,0.14554,0,0.76979,0.12184,0.16189
"D607498",0.14552,0.12553,0.15719,0.12431,0.12382,0.15846,0.078762,0,0,0.11104,0,0.06524,0.14516,0.088513,0.074476,0.098482,0,0.13172,0,0,0.31658,0.18317,0,0.13189,0.10792,0,0.062109,0.041689,0.090395,0.1268,0.063464,0,0.76944,0.088326,0.22857,0.22512,0.083898,0.063152,0.11949,0.13964,0.056967,0.17322,0.10382,0.16536,0,0.10033,0,0.075577,0.11584,0.20141,0,0.081131,0.028359,0.078279,0.041136,0.059011,0.081133,0.031875,0.062955,0.21884,0.94585,0,0,0,0,0,0.16112,0,0.13563,0,0.043731,0,0,0.16489,0.15042,0.13617,0,0.19965,0.19409,0.11925,0,0.046922,0,0.20467,0.13081,0.028654,0.17538,1,0.20065,0.96381,0.91873,0.87011,0.2863,0.14067,0.16735,0.030214,0.15691,0,0.14386
"D607499",0.1418,0.12186,0.072429,0.062797,0.049247,0.036356,0.05434,0,0,0.0292,0,0,0.1171,0.15346,0.12998,0.061259,0,0.092788,0,0,0,0,0,0.034824,0.028491,0,0.18854,0,0.032179,0.025121,0.15851,0,0.15311,0.10667,0.339,0,0,0,0.073293,0.085009,0,0.20076,0.090259,0,0,0,0,0.040134,0.08961,0.096697,0,0.037091,0,0.051311,0,0,0.025818,0,0.039767,0,0.20865,0,0,0,0,0,0.089012,0,0.19799,0,0,0,0,0.095827,0.1481,0,0,0.098323,0.13249,0,0,0,0,0.040663,0,0,0.075247,0.20065,1,0.19323,0.19445,0.18379,0.12812,0,0.080241,0,0.12097,0,0
"D607501",0.15048,0.12983,0.13753,0.11438,0.12757,0.14323,0.081015,0,0,0.11486,0,0.067272,0.14999,0.090925,0.076506,0.10168,0,0.13606,0,0,0.21154,0.145,0,0.13657,0.11175,0,0.06356,0.042998,0.093165,0.13116,0.061,0,0.77407,0.091419,0.23599,0.23287,0.087296,0.065112,0.12339,0.14422,0.058699,0.17474,0.10727,0.17146,0,0.10452,0,0.077774,0.10143,0.18518,0,0.083642,0.029253,0.079625,0.042418,0.061478,0.083652,0.03288,0.064729,0.18496,0.9466,0,0,0,0,0,0.16635,0,0.13946,0,0.045092,0,0,0.17003,0.15457,0.14031,0,0.15159,0.16992,0.12287,0,0.04842,0,0.21173,0.13582,0.029546,0.15712,0.96381,0.19323,1,0.89048,0.84492,0.247,0.14494,0.15378,0.031065,0.14073,0,0.14824
"D607508",0.15418,0.21357,0.16542,0.17102,0.13228,0.22402,0.095917,0,0.022608,0.14867,0.044684,0.069796,0.15406,0.14069,0.13847,0.13083,0,0.13995,0,0.053292,0.33134,0.19309,0.060851,0.1407,0.17366,0,0.064942,0.089786,0.1499,0.18665,0.10687,0,0.73308,0.16349,0.24252,0.23999,0.058524,0.067541,0.12703,0.1485,0.12248,0.22239,0.16609,0.17683,0.088961,0.10733,0,0.10765,0.17533,0.21299,0.078498,0.10749,0.0765,0.080347,0.08873,0.12686,0.13934,0.068709,0.10695,0.23145,0.93936,0,0.096514,0.053657,0,0.065464,0.23023,0,0.14396,0,0.046783,0.13916,0,0.20439,0.22355,0.14558,0,0.20859,0.20432,0.25651,0,0.0502,0,0.21874,0.13987,0.12387,0.2535,0.91873,0.19445,0.89048,1,0.86657,0.30117,0.15039,0.13681,0,0.23199,0,0.15381
"D607516",0.14418,0.17443,0.17796,0.16066,0.12336,0.17459,0.066939,0,0,0.12526,0,0.088518,0.14399,0.10987,0.11139,0.14834,0.073403,0.15056,0,0,0.31099,0.18084,0,0.15356,0.12565,0,0.060958,0.041577,0.12143,0.17662,0.10113,0,0.67654,0.13152,0.22667,0.25652,0.054589,0.095029,0.13353,0.15735,0.056786,0.19484,0.12044,0.23277,0,0.10009,0,0.075331,0.16371,0.19927,0,0.1009,0.072003,0.075849,0.041025,0.078651,0.11435,0.048011,0.10059,0.25292,0.88643,0,0.061384,0.050869,0,0,0.19668,0,0.18049,0,0.088121,0,0,0.22453,0.14901,0.13573,0,0.19584,0.19142,0.11887,0,0.046797,0,0.204,0.13044,0.028575,0.19412,0.87011,0.18379,0.84492,0.86657,1,0.28222,0.14022,0.17927,0,0.1735,0,0.14341
"D607682",0.18491,0.15965,0.3015,0.16473,0.19698,0.18074,0.053936,0,0,0.088212,0,0,0.23023,0.071098,0.059788,0.098134,0,0.17948,0,0,0.63123,0.49231,0,0.10461,0.085583,0,0.0978,0.022123,0.071905,0.075461,0,0,0.20305,0.13987,0.31046,0.10108,0.087124,0,0.14253,0.16669,0.090658,0.088081,0.16465,0.21066,0,0.15976,0,0,0.23584,0.28401,0,0.063339,0.022574,0,0,0.062724,0.051719,0.025336,0.060334,0.42336,0.27137,0,0,0,0,0,0.17096,0,0.17929,0,0,0,0,0.094875,0.23836,0.2167,0,0.31524,0.36775,0.18977,0,0.074702,0,0.20359,0.20822,0,0.30698,0.2863,0.12812,0.247,0.30117,0.28222,1,0.22386,0.21746,0,0.27449,0,0.22894
"D607688",0.054773,0.047327,0.12355,0.2134,0.43048,0.13144,0.021246,0,0,0.079541,0,0,0.3457,0,0,0.069746,0,0.35821,0,0,0.2924,0.20044,0,0.041885,0.034265,0,0,0.053352,0.086452,0.030213,0,0,0.12061,0.041375,0.37076,0.06079,0.052381,0,0.31892,0.3672,0.109,0.026055,0.23064,0.19002,0,0.19395,0,0,0.12136,0.11333,0,0.076232,0.027161,0,0,0.037597,0.031043,0.030485,0.023733,0.20451,0.16076,0,0,0,0,0,0.10182,0,0.12791,0,0,0,0,0.027861,0.22664,0.9976,0,0.16014,0.20664,0.30461,0,0.089883,0,0.19596,0.75516,0,0.15806,0.14067,0,0.14494,0.15039,0.14022,0.22386,1,0.12114,0,0.14023,0,0.36836
"D607822",0.17861,0.13206,0.17578,0.38173,0.41813,0.17965,0.080514,0,0.029027,0.11721,0.074959,0.065048,0.42509,0.043993,0.060473,0.20137,0.029815,0.51578,0.019386,0.016338,0.24119,0.15104,0.025789,0.084775,0.092588,0.024879,0.17485,0.055003,0.098918,0.12879,0.06334,0.044779,0.15711,0.18484,0.19114,0.082001,0.10702,0,0.41276,0.42491,0.049026,0.088181,0.32026,0.26209,0.021054,0.086807,0,0.032348,0.21723,0.19617,0.048289,0.1236,0.054963,0,0,0.12878,0.095505,0.051647,0.064217,0.18352,0.12745,0,0.038429,0.042585,0,0,0.13606,0,0.14567,0,0.028226,0,0,0.19014,0.34701,0.11927,0,0.12432,0.56894,0.27255,0.017493,0.03029,0,0.524,0.12708,0,0.14554,0.16735,0.080241,0.15378,0.13681,0.17927,0.21746,0.12114,1,0.05775,0.17575,0,0.338
